date_ny,Singles_count,Singles_Vs_sum,Singles_Vs_avg,Singles_IV_avg,SPY_vol,SPY_avgVega,SPY_Vs,SPY_IV,V_vol,V_avgVega,V_Vs,V_IV,LLY_vol,LLY_avgVega,LLY_Vs,LLY_IV,JPM_vol,JPM_avgVega,JPM_Vs,JPM_IV,MSFT_vol,MSFT_avgVega,MSFT_Vs,MSFT_IV,AAPL_vol,AAPL_avgVega,AAPL_Vs,AAPL_IV,AMZN_vol,AMZN_avgVega,AMZN_Vs,AMZN_IV,META_vol,META_avgVega,META_Vs,META_IV,GOOG_vol,GOOG_avgVega,GOOG_Vs,GOOG_IV,TSLA_vol,TSLA_avgVega,TSLA_Vs,TSLA_IV,WMT_vol,WMT_avgVega,WMT_Vs,WMT_IV,NVDA_vol,NVDA_avgVega,NVDA_Vs,NVDA_IV,AVGO_vol,AVGO_avgVega,AVGO_Vs,AVGO_IV
01/06/2020,4,1130.9886749153354,282.74716872883386,0.3353360735028982,64783.0,0.089957127136807,5827.692567303768,0.2300438358426094,1364.0,0.08078196804597,110.18660441470308,0.2841907346993684,179.0,0.0636641631480723,11.395885203504942,0.3690516580343246,1174.0,0.0411366150615538,48.29438608226416,0.408102961909771,12624.0,0.0761336976564372,961.1117992148631,0.2799989393681288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2020,4,2224.6980235518095,556.1745058879524,0.3269812485732138,121033.0,0.0643050436099972,7783.032343248791,0.2121510583221912,1751.0,0.0696393124472414,121.9384360951197,0.305692751172185,129.0,0.0540932088466389,6.978023941216418,0.3327446989417076,2734.0,0.0357808987858152,97.82497728041876,0.4385848936378956,29877.0,0.0668727310718966,1997.9565862350548,0.2309026505410671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2020,4,1342.1800886785766,335.54502216964414,0.34388854829669,119869.0,0.0921035346372519,11040.35859343275,0.2222968909710646,1398.0,0.0575251571216343,80.42016965604475,0.2774306310355663,171.0,0.0450341703729759,7.7008431337788785,0.3496946220159531,6864.0,0.0306699734837667,210.51869799257463,0.4946887563645841,19186.0,0.0543907212496705,1043.5403778961784,0.2537401837706566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2020,4,791.9129654282101,197.97824135705253,0.3267996467247605,205806.0,0.0646592457181165,13307.260724262685,0.2228232122421264,1745.0,0.0368642207431277,64.32806519675783,0.2666992916762829,35.0,0.0300676838924893,1.0523689362371256,0.3069373440742492,8752.0,0.0218442004361693,191.18044221735371,0.4552553398489952,14208.0,0.0376796233866738,535.3520890778614,0.2783066112995147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2020,4,2556.445314820172,639.111328705043,0.2792963134348393,100591.0,0.1150433203735222,11572.322639692971,0.145487064871192,4016.0,0.1101805704277364,442.4851708377894,0.239206761059165,13.0,0.0823000459377929,1.0699005971913078,0.2589892706513406,1586.0,0.0613198743460856,97.25332071289176,0.3825622097313405,19500.0,0.1033659960344769,2015.6369226722995,0.2364270122975111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2020,4,2522.859873506625,630.7149683766562,0.35186476969271896,47909.0,0.0953457381932311,4567.918971099509,0.22622780546844,3002.0,0.0832446258594669,249.90036683011965,0.2839928836762905,166.0,0.0622027080198116,10.325649531288725,0.3747360529273748,5999.0,0.0471167898948177,282.65362257901137,0.4679880768597126,25538.0,0.0775307476923097,1979.9802345662054,0.280742065307498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2020,4,3954.839099395105,988.7097748487763,0.3422524329848588,132292.0,0.0669395170819391,8855.562593803887,0.2802872672259808,7584.0,0.070967490737686,538.2174497546107,0.2794318498790265,150.0,0.0538635828257545,8.079537423863174,0.264127675396204,2210.0,0.0398958792868964,88.16989322404103,0.5184519784748555,48383.0,0.0686268362646506,3320.37221899259,0.3069982281893492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2020,4,2606.962489865716,651.740622466429,0.4184081124633551,56244.0,0.0941988643548931,5298.120926776607,0.2818403038829565,2620.0,0.0587953149629107,154.04372520282604,0.3069171387732029,304.0,0.0435573410007601,13.24143166423107,0.4500847496688366,1946.0,0.0313024805606588,60.91462717104202,0.5285340660810471,41137.0,0.0578253811854928,2378.762705827617,0.3880964953303337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2020,4,1080.708699603728,270.177174900932,0.5830734484404325,94762.0,0.0627191110025193,5943.388396820734,0.4777651180624963,2716.0,0.0386810427488766,105.05771210594884,0.5379804913401605,23.0,0.0300665652797615,0.6915310014345145,0.4237758384346962,2224.0,0.0202470978139034,45.02954553812116,0.8448339281320572,24528.0,0.0379129937605277,929.9299109582234,0.5257035358548166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2020,4,1747.8526595992312,436.9631648998078,0.406439310169965,66509.0,0.1099413906606516,7312.091951449277,0.2926667690843343,1781.0,0.1062180020652641,189.17426167823538,0.3386226534664631,187.0,0.079267142409191,14.822955630518717,0.4035231532752513,4446.0,0.05516545289461,245.26560356943605,0.5325347156882286,12536.0,0.1035888512062094,1298.5898387210411,0.351076718249917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2020,4,2666.3093442579466,666.5773360644866,0.42739699046835306,58909.0,0.0906576635870169,5340.552304247579,0.3639711870729922,1398.0,0.0798226352680119,111.59204410468062,0.3670756511151791,22.0,0.0589688161668467,1.2973139556706275,0.3761371028065682,2070.0,0.0421796805336478,87.31193870465094,0.6069874950766564,31518.0,0.0782444332601353,2466.1080474929445,0.3593877128750086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,4,2261.4730793085005,565.3682698271251,0.45771768210604785,135807.0,0.0653506732233906,8875.078878449007,0.3748724834114313,1167.0,0.0695527270334323,81.16803244801548,0.3681271314054727,2024.0,0.0582775675266838,117.95379667400802,0.5362313917398454,4701.0,0.0368879459095999,173.41023372102913,0.5555435469567775,27431.0,0.0688615441094181,1888.9410164654478,0.3709686583220958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2020,4,1828.9821009904767,457.2455252476192,0.412456533755362,24624.0,0.0919836884168021,2265.006343575335,0.3194521141648293,910.0,0.0557360066813161,50.71976607999765,0.3518238673686981,1048.0,0.0472381926488601,49.50562589600539,0.4392098275065422,739.0,0.0293741518007686,21.707498180767995,0.5395046505093575,30112.0,0.0566899977030322,1707.0492108337057,0.3192877896368503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2020,4,1048.1070001295848,262.0267500323962,0.3793746446833014,121117.0,0.064994270797478,7871.9110961781425,0.3082462184429169,2664.0,0.0389217207475545,103.68746407148518,0.3687351679205894,784.0,0.0319053097439623,25.013762839266445,0.4052550873100757,3366.0,0.0206578881536713,69.5344515252576,0.4401825428843499,22196.0,0.0382893909575408,849.8713216935756,0.3033257806181907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2020,4,2161.3574376640204,540.3393594160051,0.3500306021988391,71621.0,0.1114190239484424,7979.941914211393,0.2552132932633161,1196.0,0.1061683999176944,126.97740630156251,0.2962248689562081,942.0,0.0883553184989519,83.23071002601269,0.31343415299654,1695.0,0.0540372717855718,91.5931756765442,0.4750123693048954,17261.0,0.1077316578216732,1859.556145659901,0.315451017537713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2020,4,4634.670559994539,1158.6676399986347,0.35549568911194795,49440.0,0.0916153067262894,4529.460764547748,0.2811485852360725,1844.0,0.0814172898343932,150.13348245462106,0.3137749609947204,605.0,0.066653707600716,40.32549309843318,0.3111881460368633,2323.0,0.040391715497775,93.82995510133134,0.4801616813361644,52209.0,0.0833262776406396,4350.381629340153,0.3168579680800438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2020,4,2733.4701821989197,683.3675455497299,0.35559950949177144,100610.0,0.0651499861314066,6554.740104680818,0.2731766105294227,2101.0,0.0712279595227426,149.6499429572822,0.2959786503762006,349.0,0.0572950838140703,19.995984251110535,0.3660158562541008,3608.0,0.0354190863869417,127.79206368408566,0.4571789560317993,33501.0,0.0727152082417373,2436.0321913064413,0.303224575304985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2020,4,1769.305128542174,442.3262821355435,0.41659269745573396,136063.0,0.0897735791444636,12214.86249913315,0.358055504065752,3003.0,0.0551647318138901,165.65968963711197,0.3396132496416568,198.0,0.0461213358640911,9.132024501090036,0.3551098215043544,1172.0,0.0279037354735769,32.703177975032126,0.6100687140822411,26814.0,0.0582460743055471,1561.81023642894,0.3615790045946836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2020,4,1811.5138627901774,452.87846569754436,0.4921977824807167,95859.0,0.0639699661176171,6132.096982068658,0.2993197667717933,2233.0,0.0390907285834846,87.2895969269211,0.3642356440663338,355.0,0.0338072536760352,12.001575054992497,0.4365767012834549,19520.0,0.0204539996104601,399.26207239618117,0.8358159267783166,31563.0,0.0415980932868258,1312.9606184120828,0.3321628577947616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2020,4,2143.537074848474,535.8842687121185,0.3968688368789852,147231.0,0.1085031726582516,15975.03061364704,0.2303841074168682,2315.0,0.0966188555565216,223.67265061334749,0.3518532812803984,1220.0,0.0830963086924755,101.37749660482011,0.3530321622520685,1276.0,0.047301114814518,60.356222503324965,0.5567274345517159,17637.0,0.0996842266330431,1758.1307051269812,0.3258624694317579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2020,4,1126.279891382551,281.5699728456378,0.4309087790749967,62118.0,0.0630972790516773,3919.47678013209,0.2533387598693371,636.0,0.0682273037271044,43.392565170438395,0.3592967890202999,133.0,0.0587660779246566,7.815888363979328,0.4333497537791729,2631.0,0.0336230538505279,88.4622546807389,0.6006297987580299,13955.0,0.0706993323659903,986.6091831673946,0.3303587747424841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2020,4,2062.218184976657,515.5545462441643,0.364967058083415,62398.0,0.0641143151021734,4000.6050337454158,0.2601048536002636,1443.0,0.0562339685537222,81.14561662302114,0.296583289539814,578.0,0.047846619121857,27.655345852433346,0.3808708651065826,2393.0,0.0277574967059651,66.42368961737448,0.4753122302770615,32245.0,0.0585205003220291,1886.9935328838283,0.3071018474102021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,4,2024.4620825906359,506.11552064765897,0.38281799453794957,121692.0,0.0645005939418097,7849.206277966706,0.2696077821791172,2372.0,0.0378038065662608,89.67062917517062,0.3188826107680798,49.0,0.0329292986585017,1.6135356342665834,0.3881331509649753,4351.0,0.0193593217311771,84.23240885235157,0.5486492479085923,43449.0,0.0425543858070116,1848.945508928847,0.275606968510151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,4,2368.715351190152,592.178837797538,0.26223161799237127,67036.0,0.1301685540381468,8725.97918850121,0.1421311968177556,1199.0,0.1147924477736366,137.63614488059028,0.2359386877208948,209.0,0.0955871434919229,19.977712989811888,0.2636382779717445,2617.0,0.054643916690556,143.00312997918505,0.3155074314534664,17187.0,0.1203292234444967,2068.098363340565,0.2338420748233795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2020,4,4105.584883724381,1026.3962209310953,0.33604889149069783,72594.0,0.0936132558520365,6795.760695322738,0.2216310994803905,1657.0,0.0824418879108512,136.60620826828045,0.2777825251281262,366.0,0.0695053469708404,25.438956991327586,0.3750464635699987,6463.0,0.0396669442624981,256.36746076852523,0.3856591638386249,42205.0,0.0873633990687418,3687.1722576962475,0.3057074134260416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,4,864.1945196716664,216.0486299179166,0.3795419418938458,76821.0,0.0654406361457984,5027.215109356379,0.2383919331222772,1031.0,0.0696369917958293,71.79573854150001,0.3135664708971977,199.0,0.0599854045190271,11.937095499286393,0.4056343390226364,4602.0,0.033199307498724,152.78321310912784,0.4393730791866779,8401.0,0.0747147330700812,627.6784725217522,0.3595938784688712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2020,4,2659.427710192818,664.8569275482045,0.38582621518820526,78613.0,0.0932871285083112,7333.581033423868,0.2269871135294437,3503.0,0.0575850078838649,201.72028261717875,0.3098869604110717,163.0,0.049423232205343,8.055986849470909,0.4308046010792256,3510.0,0.0273824947296739,96.1125565011554,0.4632952615857125,37550.0,0.0626774669567247,2353.5388842250127,0.3393180376768113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
